pvalue	chromosome	start	end	Number of nearby TSS	closest tx id	closest tx name	closest tx biotype	distance to tss
0.0018975883800794755	21	28587256	28587788	13	ensorlt00000027731	ensorle00000312962	protein_coding	12140
0.0019001542563070316	8	24862066	24862318	24	ensorlt00000029710		protein_coding	1211
0.0019001542563070316	18	6306641	6306963	12	ensorlt00000004588	efnb3b-203	protein_coding	-7163
0.0019080343755695415	9	3260933	3261208	4	ensorlt00000001296	nos1-202	protein_coding	17155
0.0019110771191016358	6	30852780	30853054	18	ensorlt00000020459	mlc1-201	protein_coding	-33044
0.0019159828511468285	18	23257125	23257360	6	ensorlt00000029504	ensorle00000321636	protein_coding	40483
0.0019171865580212546	6	20109189	20109517	19	ensorlt00000012269	si:ch211-220f12.1-202	protein_coding	2197
0.0019173387433101372	20	16403876	16404188	6	ensorlt00000031821	eya1-201	protein_coding	0
0.0019178903532626856	11	1128175	1128636	7	ensorlt00000000639	trim46b-202	protein_coding	8298
0.0019203963491620235	23	20461423	20461900	19	ensorlt00000044276	vezt-202	protein_coding	1876
0.0019250461572691679	10	18275511	18275982	16	ensorlt00000007856	kctd12b-201	protein_coding	-18630
0.0019254459245546325	19	14082257	14082696	4	ensorlt00000013766		protein_coding	24838
0.0019280940613074656	9	5551036	5551434	10	ensorlt00000035676	si:dkey-193c22.2-202	protein_coding	-12492
0.0019311892832136013	19	16024989	16025255	16	ensorlt00000037023		protein_coding	0
0.0019337068503889735	19	7678387	7678718	25	ensorlt00000000261	si:ch211-166g5.4-201	protein_coding	-3913
0.001944513306789755	1	1770059	1770326	18	ensorlt00000000106	mrpl4-201	protein_coding	1850
0.0019554459679019752	8	1589688	1591040	4	ensorlt00000034228	ensorle00000310131	protein_coding	8541
0.001958249599863282	23	18362137	18363038	6	ensorlt00000020124	sema3c-203	protein_coding	-8029
0.0019609690877833586	9	18711402	18712049	32	ensorlt00000015987		protein_coding	-4554
0.00196541113532079	14	27323260	27323597	15	ensorlt00000018965	rabep1-202	protein_coding	-17661
0.00196541113532079	16	17611791	17612093	14	ensorlt00000029228		protein_coding	3262
0.0019769034654805334	2	24105463	24105739	9	ensorlt00000002643		protein_coding	5895
0.001977194009398939	17	30363597	30363989	18	ensorlt00000022536	nmrk2-202	protein_coding	443
0.0019846935013268334	20	7912858	7913085	7	ensorlt00000005643	bambia-201	protein_coding	-27742
0.0019899068773424162	10	29942275	29942578	2	ensorlt00000032997	ensorle00000289731	protein_coding	45086
0.0019899068773424162	22	1856414	1857182	32	ensorlt00000032633	zfyve26-203	protein_coding	-6837
0.0019899068773424162	16	24078297	24078645	15	ensorlt00000018545	fabp10a-201	protein_coding	-2012
0.001993368182974341	1	9694709	9695050	14	ensorlt00000004158	znf207-201	protein_coding	17239
0.001993616658607207	6	4122602	4122893	14	ensorlt00000023887	si:ch211-194m7.4-201	protein_coding	11809
0.001998977399989376	7	34014805	34015059	4	ensorlt00000038103	ensorle00000253728	protein_coding	19936
0.001998977399989376	2	914596	914904	15	ensorlt00000025598		protein_coding	-2859
0.002003517947101247	14	26771629	26771959	7	ensorlt00000018640	gria4b-201	protein_coding	15003
0.0020079810688201365	1	26608350	26608559	4	ensorlt00000029517	mfng-201	protein_coding	30094
0.0020086316687220763	15	3124462	3124957	12	ensorlt00000000790	dntt-201	protein_coding	10104
0.002013201386734782	3	20222413	20222744	15	ensorlt00000041341	rassf10-201	protein_coding	0
0.002024224034113023	17	14006766	14007206	10	ensorlt00000034551		protein_coding	-7283
0.0020334720857649678	20	17651652	17652051	27	ensorlt00000011400	boc-201	protein_coding	-11718
0.002040877942445892	22	1612929	1613379	17	ensorlt00000035482	slc8a3-201	protein_coding	-15398
0.002043836631790422	16	6448578	6448928	15	ensorlt00000033034	rida-201	protein_coding	11166
0.002044241030285402	11	24724900	24725512	2	ensorlt00000016857	khdrbs3-202	protein_coding	85674
0.0020457910659743696	6	24267910	24268402	8	ensorlt00000015882	det1-201	protein_coding	-49477
0.0020475534320447486	21	13334756	13334970	11	ensorlt00000038327		protein_coding	9984
0.0020566888294254594	13	5754027	5754320	2	ensorlt00000038386	si:ch211-129p13.1-201	protein_coding	-20192
0.0020566888294254594	24	13167350	13167965	14	ensorlt00000020011	fzd3a-201	protein_coding	-20022
0.0020731339503175868	12	1749392	1749647	18	ensorlt00000000984	cnnm4a-201	protein_coding	496
0.00208544683814232	12	6451606	6451939	5	ensorlt00000040823	dab2ipb-204	protein_coding	-14986
0.002086492676291293	4	14964111	14964576	18	ensorlt00000011609	rfx2-204	protein_coding	-9733
0.0020992721177706592	15	20693663	20694145	15	ensorlt00000008190	polh-201	protein_coding	652
0.002101547259117539	24	1666851	1667102	18	ensorlt00000033301	ensorle00000240970	protein_coding	-12088
0.002104042146733595	17	4028980	4029281	8	ensorlt00000042404		protein_coding	5597
0.0021058544709234364	12	17480329	17480549	6	ensorlt00000044665		protein_coding	12745
0.0021058544709234364	17	1374556	1374981	2	ensorlt00000002395		protein_coding	-59767
0.002114371609194771	3	30894148	30894394	5	ensorlt00000033290		protein_coding	25696
0.002114371609194771	4	26982698	26982979	20	ensorlt00000027970	polr2e-202	protein_coding	-6590
0.002120230873226281	8	15747092	15747367	12	ensorlt00000037856		protein_coding	3642
0.002123618674018152	23	1489968	1490409	0				
0.002127590922750101	19	16445803	16446148	7	ensorlt00000027407		protein_coding	-7050
0.0021294899836135106	15	27072773	27073224	18	ensorlt00000015069		protein_coding	-38103
0.002136300120972553	23	12978451	12978936	0				
0.002139477385324638	22	4216435	4216822	4	ensorlt00000029296	mgst1.2-201	protein_coding	-15465
0.002147805202703559	1	29867835	29868234	6	ensorlt00000046660	bcl11ab-201	protein_coding	-32799
0.002161884463106293	23	10347936	10348228	4	ensorlt00000028613	ensorle00000289837	protein_coding	-36500
0.002161971421472904	24	2528159	2528681	18	ensorlt00000012539	napb-201	protein_coding	2335
0.002163287481728917	8	25321705	25323630	14	ensorlt00000021786	rogdi-201	protein_coding	-2002
0.002163553415494263	10	20375234	20375624	16	ensorlt00000009156	pin4-202	protein_coding	1485
0.0021648237486457853	7	635229	636337	22	ensorlt00000032132	ensorle00000254042	protein_coding	-10167
0.002167461465463293	10	18255386	18255664	13	ensorlt00000007856	kctd12b-201	protein_coding	1217
0.0021675387928645077	9	1408620	1408880	17	ensorlt00000032763		protein_coding	9532
0.0021675387928645077	23	1945507	1945742	2	ensorlt00000011458	zgc:165507-201	protein_coding	-2141
0.002173141365099115	11	8094295	8094578	1	ensorlt00000004048	csmd3a-201	protein_coding	-24552
0.0021732918695091053	5	30342817	30343049	3	ensorlt00000035326		protein_coding	-9206
0.0021754510621077123	2	2939960	2940298	2	ensorlt00000034713		protein_coding	71137
0.002178129534194312	20	10116960	10117165	1	ensorlt00000040065	adarb2-202	protein_coding	-4251
0.002178129534194312	11	4924310	4924881	21	ensorlt00000026784	abrab-201	protein_coding	-247
0.002193260846033016	22	3789737	3789974	2	ensorlt00000013636	vrk1-201	protein_coding	71122
0.002195124716485892	19	3352270	3352587	6	ensorlt00000004059	fam20cb-201	protein_coding	6633
0.002199794628000181	18	8472379	8472669	3	ensorlt00000005284	elavl2-203	protein_coding	-56879
0.002211107851846388	11	3531153	3531544	6	ensorlt00000001416		protein_coding	-30367
0.0022176724165914267	7	281305	281578	10	ensorlt00000040577	gabrd-202	protein_coding	-22904
0.0022231585269089768	8	694074	694524	18	ensorlt00000029742	sh2b1-202	protein_coding	14817
0.0022250972543087907	13	17960435	17961155	21	ensorlt00000010788		protein_coding	18140
0.0022254588043470447	1	4423101	4423400	16	ensorlt00000038576	qprt-201	protein_coding	-51
0.0022266972277500256	5	30943974	30944660	25	ensorlt00000021079	cidec-201	protein_coding	-143
0.0022356190805185093	1	21707650	21707864	1	ensorlt00000011290	sdk1a-201	protein_coding	48411
0.002238600727855489	7	3720391	3720706	19	ensorlt00000001925	si:ch211-207e14.4-201	protein_coding	4380
0.002239238355263091	4	4509496	4509719	5	ensorlt00000002793	hs2st1b-201	protein_coding	22494
0.002240349579248865	19	1990578	1990887	20	ensorlt00000028264	cbx7b-202	protein_coding	1418
0.0022418897776880294	8	16977123	16977339	1	ensorlt00000034270	socs1-201	protein_coding	-11765
0.002250089416520232	1	30437285	30437698	1	ensorlt00000016718	xylt1-201	protein_coding	-66855
0.002255459190920669	5	31310978	31311239	6	ensorlt00000021393	ephb2b-201	protein_coding	-6971
0.002260349360444074	6	24793805	24794110	7	ensorlt00000016338		protein_coding	4751
0.002260349360444074	21	23477830	23478056	5	ensorlt00000026611	snora62-201	snorna	-51125
0.002266241047222097	18	8537569	8537795	1	ensorlt00000045738	ensorle00000228716	protein_coding	38843
0.002278415949978984	18	14670743	14670990	16	ensorlt00000008161	neurl4-201	protein_coding	-18520
0.002287817805542605	14	13408728	13409203	5	ensorlt00000036712	ensorle00000280945	protein_coding	2546
0.002287817805542605	10	25336704	25337085	8	ensorlt00000039595		protein_coding	5062
0.002287817805542605	14	15914856	15915113	26	ensorlt00000010397	trpc2b-201	protein_coding	-3783
0.0022918561758999427	1	28923774	28923990	21	ensorlt00000038723		protein_coding	13043
0.0022935796417832173	18	26727163	26727664	9	ensorlt00000013378	sorcs2-202	protein_coding	-39656
0.00230199370629993	5	20765993	20766193	1	ensorlt00000013643		protein_coding	25376
0.002304209335288558	10	17852170	17852583	7	ensorlt00000007681	uprt-201	protein_coding	-11778
0.002304209335288558	24	4185321	4185719	7	ensorlt00000031687	gtf2a1-202	protein_coding	-11357
0.0023163405643988754	1	144916	145207	23	ensorlt00000046412	soul4-201	protein_coding	4431
0.0023176419100408643	14	13162799	13163119	23	ensorlt00000007323		protein_coding	4415
0.0023176419100408643	1	25459625	25460035	3	ensorlt00000040305	ensorle00000251985	protein_coding	6614
0.0023186813007391913	9	7161132	7161508	6	ensorlt00000028521	ensorle00000229311	protein_coding	7639
0.0023186813007391913	10	12305654	12305867	17	ensorlt00000003205	rom1b-201	protein_coding	-4315
0.002321035827503004	15	26052685	26053316	13	ensorlt00000028941	gtf2a1l-202	protein_coding	9583
0.002321035827503004	13	22843235	22843691	4	ensorlt00000031070	sphkap-201	protein_coding	62957
0.002321035827503004	15	2127901	2128287	4	ensorlt00000041137	nkx6.2-201	protein_coding	33688
0.00232274480720658	5	22543486	22543945	9	ensorlt00000014074	chl1b-202	protein_coding	-39900
0.002324018791763759	3	37630412	37630944	15	ensorlt00000029853		protein_coding	-19347
0.002327662884725241	15	28482251	28483191	9	ensorlt00000038049	disc1-203	protein_coding	-67895
0.0023325224144912816	5	3048877	3049204	12	ensorlt00000000944	tex264a-201	protein_coding	6351
0.0023385248397061235	7	1407998	1408359	4	ensorlt00000000761	ptpn11b-201	protein_coding	66285
0.0023398155638923107	22	18531008	18531213	11	ensorlt00000022085	adh5-201	protein_coding	-10919
0.00234058701095128	10	21855455	21855848	3	ensorlt00000010002	si:dkey-34l15.2-205	protein_coding	-18711
0.0023433617485096947	2	9251146	9251390	14	ensorlt00000032854		protein_coding	-13869
0.002348008889641305	10	12412625	12412941	33	ensorlt00000037080	si:ch211-168f7.5-201	protein_coding	-1683
0.0023510906468917	21	30165314	30165826	8	ensorlt00000025402	tmbim1b-201	protein_coding	12644
0.002351996874130569	11	19119982	19120278	27	ensorlt00000011012	si:dkey-222b8.4-201	protein_coding	4235
0.002362007867832128	10	18007069	18007315	12	ensorlt00000007781	zgc:174917-202	protein_coding	-1353
0.002362190426741496	23	5643254	5643549	2	ensorlt00000038129	ensorle00000293541	protein_coding	68091
0.0023715448118030256	10	30375940	30376727	2	ensorlt00000042223	ensorle00000314249	protein_coding	68064
0.002373701002753808	7	298810	299239	6	ensorlt00000040577	gabrd-202	protein_coding	-40409
0.002379598438400864	5	1854679	1855061	29	ensorlt00000039439	crocc-208	protein_coding	-1391
0.002385699695560168	20	15354060	15354523	8	ensorlt00000035762	ensorle00000304288	protein_coding	-69977
0.002386175786602997	21	19176728	19176973	10	ensorlt00000020089	bard1-201	protein_coding	18653
0.0023887053541726674	21	29951052	29951275	2	ensorlt00000025391	thsd7ba-201	protein_coding	39164
0.0023923203163568304	2	7535080	7535336	10	ensorlt00000000466		protein_coding	-14480
0.0024016329866467217	23	24241265	24241556	8	ensorlt00000024725		protein_coding	1051
0.0024092119511683724	2	14609128	14609388	1	ensorlt00000002976	erbb4a-203	protein_coding	-48786
0.0024092119511683724	3	19821790	19822064	16	ensorlt00000031074	dennd5a-202	protein_coding	4283
0.0024092119511683724	22	15977651	15977938	6	ensorlt00000021658	col12a1a-201	protein_coding	-2070
0.0024092119511683724	21	28255916	28256383	13	ensorlt00000022806	si:ch211-67e16.11-201	protein_coding	0
0.0024136587101705816	6	26000330	26000884	7	ensorlt00000017231	gnao1a-203	protein_coding	-47220
0.002423312351645153	14	2158144	2158464	19	ensorlt00000000548	mark4a-201	protein_coding	-10412
0.002426484006764264	7	6680441	6680791	11	ensorlt00000003690	wdr6-204	protein_coding	53897
0.0024279923153832737	1	11500040	11500338	3	ensorlt00000005955	tyrp1b-201	protein_coding	74913
0.002429316381007164	20	6291237	6291444	2	ensorlt00000024783	zgc:110852-202	protein_coding	-43110
0.0024327028628469017	7	7409855	7410076	24	ensorlt00000004488	vapb-201	protein_coding	1492
0.0024335086235885038	13	8891416	8891697	19	ensorlt00000004953		protein_coding	-7995
0.0024344826042722663	8	25866026	25866469	19	ensorlt00000024373	timm29-201	protein_coding	-6403
0.002440743463989466	8	4968484	4968860	8	ensorlt00000003484	mpp3a-204	protein_coding	45386
0.002454002082769603	11	513706	516501	20	ensorlt00000027980		protein_coding	-19648
0.002461156680407303	11	516683	517050	20	ensorlt00000027980		protein_coding	-22625
0.0024626374003638594	16	5397968	5398389	21	ensorlt00000003094	adcy3-202	protein_coding	-13273
0.0024723472276615426	11	14756040	14756555	21	ensorlt00000007523	cnot3b-203	protein_coding	-24477
0.0024723472276615426	23	13513324	13513606	11	ensorlt00000016610	tmem229a-201	protein_coding	18116
0.0024723472276615426	21	5807650	5808004	15	ensorlt00000023298		protein_coding	-3235
0.00247685606113981	2	23840473	23840926	8	ensorlt00000034906		protein_coding	6131
0.0024833064208691358	22	24322681	24323018	12	ensorlt00000022634	egln3-201	protein_coding	7300
0.002507615212448872	5	23911548	23911950	4	ensorlt00000025954	ola-mir-135a-1-201	mirna	9205
0.002508090866680412	12	23022790	23023057	10	ensorlt00000046529	wdr5-202	protein_coding	3907
0.002509461590429023	16	32918225	32918798	4	ensorlt00000030836		protein_coding	-68395
0.002509461590429023	1	26818182	26818496	7	ensorlt00000024915	stx10-201	protein_coding	-1773
0.002524921516657968	15	18341566	18341822	12	ensorlt00000029059		protein_coding	32118
0.002524921516657968	19	21117053	21117419	11	ensorlt00000038322	metazoa_srp-201	misc_rna	0
0.002526153587220053	14	27757341	27757564	6	ensorlt00000019090	rad51d-201	protein_coding	-56228
0.002529995977502837	18	27554206	27554757	3	ensorlt00000042471	nrxn2b-203	protein_coding	84335
0.002545629377710775	21	24035083	24035332	23	ensorlt00000022314	glra2-201	protein_coding	8498
0.002547206373605218	2	9350831	9351038	6	ensorlt00000027550	ensorle00000250435	protein_coding	13669
0.002551322233738231	9	31861905	31862111	13	ensorlt00000039033	stxbp1b-207	protein_coding	-20155
0.0025661816832392337	14	16105306	16105574	14	ensorlt00000010871	gria3a-204	protein_coding	-30155
0.002593759346512549	6	21757564	21757911	6	ensorlt00000038610		protein_coding	8890
0.002594263794968157	13	3751296	3751634	7	ensorlt00000001764		protein_coding	-18750
0.0025947989848158644	7	12315402	12315761	25	ensorlt00000009520	dhh-201	protein_coding	-2600
0.002598262100734706	7	16404610	16404937	24	ensorlt00000035749		protein_coding	807
0.0026011720076878123	15	9797271	9797549	8	ensorlt00000002215	yipf4-201	protein_coding	742
0.00260343339005887	8	22512444	22512797	9	ensorlt00000026173	ola-mir-137-201	mirna	13095
0.00260343339005887	19	1960375	1960834	17	ensorlt00000036726		protein_coding	-14569
0.002620579498112055	12	10573235	10573536	14	ensorlt00000008199	slc45a2-201	protein_coding	-613
0.002624234908550325	2	16702227	16702747	6	ensorlt00000043206		protein_coding	-672
0.002624234908550325	17	27064884	27065127	19	ensorlt00000021779	cacna1eb-201	protein_coding	-9040
0.00262839107027826	3	35402130	35402488	9	ensorlt00000044532	ensorle00000296464	protein_coding	-16975
0.00262839107027826	18	19938826	19939274	10	ensorlt00000044959	zgc:162171-201	protein_coding	-36601
0.0026332275819546218	14	13402165	13402528	6	ensorlt00000036712	ensorle00000280945	protein_coding	9221
0.0026332275819546218	15	10389833	10390123	2	ensorlt00000002542	cyp26c1-201	protein_coding	13220
0.002637878978752779	16	12756226	12756439	9	ensorlt00000040628		protein_coding	72618
0.0026394267917124905	17	9664888	9665331	5	ensorlt00000008168		protein_coding	29226
0.002641229047641116	1	308880	309181	17	ensorlt00000040572	ensorle00000284963	protein_coding	-8178
0.002645747436635345	1	7960810	7961345	5	ensorlt00000033889	si:ch211-85n16.4-201	protein_coding	23423
0.002657255570274736	9	32674098	32674309	5	ensorlt00000022275	paqr3a-201	protein_coding	66738
0.002657255570274736	16	18848869	18849221	26	ensorlt00000012709	polr3c-201	protein_coding	-6313
0.002659622931044097	16	29093445	29093993	12	ensorlt00000040439	ntrk1-201	protein_coding	-20020
0.002663956234209759	7	27803772	27804112	4	ensorlt00000036574		protein_coding	-16905
0.002664469442602135	17	27875706	27875953	24	ensorlt00000029985		protein_coding	1212
0.002670445153570405	11	18055316	18055676	3	ensorlt00000010317	cited4a-201	protein_coding	65082
0.0026709432702857385	7	18968104	18968436	12	ensorlt00000015206	rbm38-201	protein_coding	24124
0.002673981418467095	16	10946836	10947080	8	ensorlt00000006229	mtss1-201	protein_coding	-19102
0.002673981418467095	8	24336021	24336349	8	ensorlt00000021338	hoxb1a-201	protein_coding	-41674
0.002677193362637191	3	10816935	10817269	6	ensorlt00000001987	neo1b-203	protein_coding	4492
0.002687809412150818	13	22514639	22514840	12	ensorlt00000014517	fzd9b-201	protein_coding	-7179
0.002694472785002075	22	24170926	24171265	2	ensorlt00000022629	npas3-202	protein_coding	19774
0.0026972406799904824	14	23089344	23089607	19	ensorlt00000016004		protein_coding	-701
0.0026987258665051588	5	4656558	4656812	17	ensorlt00000002391	slc26a6l-203	protein_coding	-4517
0.002699930819905258	1	35062689	35063118	8	ensorlt00000032970		protein_coding	3
0.002706157106220064	20	25693597	25694001	9	ensorlt00000017616	phex-201	protein_coding	-998
0.0027137601333337576	22	1130348	1130747	21	ensorlt00000035425	txlnbb-201	protein_coding	-9599
0.0027143644338114173	11	18263680	18264421	15	ensorlt00000034106	ptprua-202	protein_coding	-9662
0.0027194169341495057	15	10224875	10225275	7	ensorlt00000002513	sptbn1-201	protein_coding	-20090
0.0027310770955337967	18	25290628	25291020	3	ensorlt00000040710		protein_coding	-39523
0.002733714632450543	21	8228160	8228371	17	ensorlt00000014174	tbc1d4-203	protein_coding	16741
0.0027358638122798712	11	6170277	6170731	3	ensorlt00000002856		protein_coding	8651
0.0027358638122798712	9	2092590	2093038	14	ensorlt00000000687		protein_coding	-12653
0.0027358638122798712	15	16461046	16461492	14	ensorlt00000005857	abcg5-201	protein_coding	3360
0.0027358638122798712	2	11453977	11454306	17	ensorlt00000002063	nhej1-201	protein_coding	-11631
0.002737744212247921	5	1600406	1600624	18	ensorlt00000023759	dip2bb-201	protein_coding	-4724
0.00273844490206124	7	3257505	3258268	8	ensorlt00000042780	si:ch211-220i18.4-202	protein_coding	-6609
0.00273844490206124	13	3504705	3505321	8	ensorlt00000038794	caln1-202	protein_coding	26871
0.0027425151627581018	23	20122935	20123360	7	ensorlt00000020656	pah-201	protein_coding	6406
0.002747618174595851	2	6722122	6722590	7	ensorlt00000037689		protein_coding	-5351
0.002747618174595851	10	26223972	26224387	12	ensorlt00000012145	psd2-201	protein_coding	17851
0.0027506787146727	4	1181700	1181989	15	ensorlt00000036324	palld-201	protein_coding	698
0.0027509533737038482	21	20655276	20655792	21	ensorlt00000020918		protein_coding	0
0.0027671472014551488	4	29719959	29720168	2	ensorlt00000020962	trabd2b-202	protein_coding	-88688
0.0027786933643022226	8	14568874	14569201	36	ensorlt00000014490	dhrs7b-201	protein_coding	-4692
0.002781175912344667	7	919417	919972	23	ensorlt00000030089	tmem240a-202	protein_coding	4275
0.0027813559426946364	5	6917138	6917960	6	ensorlt00000004086		protein_coding	13646
0.002782237516956627	15	11602186	11602449	1	ensorlt00000002998	meis1b-201	protein_coding	-49994
0.0027958729087735486	19	2990192	2990397	17	ensorlt00000030481	zgc:163057-202	protein_coding	27284
0.002797717131040893	5	4100427	4100788	20	ensorlt00000038497	b4galnt1b-202	protein_coding	14036
0.0028020194299573065	23	21581348	21581688	3	ensorlt00000028437	celf2-202	protein_coding	-18524
0.002803372698454175	1	36359971	36360365	11	ensorlt00000040651	xpnpep1-202	protein_coding	16586
0.002813539384153837	1	27844496	27844905	3	ensorlt00000014131	c3-1-201	protein_coding	-19982
0.0028215656793783442	9	29548770	29549158	10	ensorlt00000046186	ensorle00000305153	protein_coding	9042
0.002827770487634352	15	24730124	24730409	1	ensorlt00000012788		protein_coding	45246
0.0028322915813759025	11	24019301	24019565	17	ensorlt00000029502	laptm4b-201	protein_coding	-8685
0.0028389566390436068	7	29880444	29880942	7	ensorlt00000040985	commd7-201	protein_coding	14625
0.002849578415774137	18	4651581	4651822	9	ensorlt00000041286	si:ch211-243g6.3-201	protein_coding	14829
0.002864097135244993	18	27293775	27293982	8	ensorlt00000013971	si:cabz01078036.1-202	protein_coding	-33462
0.002865021888741597	5	6971063	6971283	6	ensorlt00000043415	ensorle00000278045	protein_coding	18797
0.002866434164629194	10	20641271	20641590	7	ensorlt00000009347	clint1a-201	protein_coding	-31674
0.0028690558361302012	20	21294827	21295238	12	ensorlt00000015366	puf60-201	protein_coding	13072
0.002871065981229808	3	28966991	28967282	12	ensorlt00000036962	mmp2-201	protein_coding	-4170
0.002871821210214681	9	2727903	2728129	2	ensorlt00000039827	rtn4r-202	protein_coding	-25823
0.002873591237008955	1	27915319	27915610	4	ensorlt00000022745		protein_coding	-1106
0.00288250172105759	22	1566369	1566811	14	ensorlt00000039720	cox16-201	protein_coding	-7774
0.002897939003917025	12	11922362	11922570	7	ensorlt00000045444	ensorle00000299857	protein_coding	25213
0.002923293823542632	3	9268403	9268770	0				
0.0029245390352693893	2	23077313	23077886	23	ensorlt00000007495	unc50-201	protein_coding	657
0.0029266946267936804	20	22559298	22559596	10	ensorlt00000040193	cdk13-201	protein_coding	-33933
0.0029302630711542325	18	12612602	12612992	11	ensorlt00000006817	brms1-201	protein_coding	-8517
0.002930488022902161	21	30994356	30994685	11	ensorlt00000025821	epb41l5-201	protein_coding	25070
0.0029328331653290483	4	23781906	23782155	13	ensorlt00000032712	prpf38a-202	protein_coding	-52638
0.002936155259726041	11	11631081	11631304	8	ensorlt00000006594	trappc3-201	protein_coding	33448
0.002948982570863647	8	2119548	2119783	9	ensorlt00000035687	shisa6-201	protein_coding	45077
0.0029497856632694	1	12220479	12220795	0				
0.0029497856632694	20	20720627	20721026	11	ensorlt00000035201	pou6f2-202	protein_coding	-18543
0.0029516994858767853	13	31075542	31075978	7	ensorlt00000044195	si:ch211-213d14.1-201	protein_coding	23746
0.002970803808425714	24	20458640	20458995	5	ensorlt00000022431	cx52.6-201	protein_coding	-12355
0.0029710222490033234	24	20487597	20488128	5	ensorlt00000022437	bach2b-201	protein_coding	0
0.0029750017598503546	22	22755924	22756151	1	ensorlt00000022541	gfra4a-201	protein_coding	-29091
0.0029838844634146426	2	24595842	24596917	18	ensorlt00000032853		protein_coding	-2736
0.002987932860985917	23	24188365	24188833	14	ensorlt00000022914	wnt16-201	protein_coding	-9027
0.0029906781073989626	1	18184771	18185089	12	ensorlt00000034579		protein_coding	-7642
0.002991671607387762	16	30971631	30972015	7	ensorlt00000034262	arl4aa-201	protein_coding	-43860
0.002991671607387762	11	18436929	18437424	0				
0.002992031176460316	18	6671269	6671656	3	ensorlt00000004598	serpinh2-202	protein_coding	-64242
0.00301069445542207	3	2495233	2495809	9	ensorlt00000027124		protein_coding	-27103
0.00301069445542207	15	16971041	16971262	9	ensorlt00000035085	ensorle00000246642	protein_coding	6027
0.0030320247973611232	14	6646810	6647546	15	ensorlt00000001685	aff4-201	protein_coding	5383
0.003040344183895221	11	26560728	26561066	5	ensorlt00000035016	kpna6-201	protein_coding	62079
0.003059285584932322	13	6478305	6478661	5	ensorlt00000003355	trpc6-201	protein_coding	-2031
0.003061084558204493	17	15714258	15714663	14	ensorlt00000012376	dab1b-202	protein_coding	12802
0.003061262835467971	6	17633543	17633793	32	ensorlt00000029694	scaper-205	protein_coding	9421
0.003061606859731688	6	12138193	12138534	18	ensorlt00000027742		protein_coding	48703
0.0030790471266996747	3	26253076	26253654	13	ensorlt00000014895	gnpnat1-202	protein_coding	-1662
0.0030790471266996747	23	23699018	23701056	26	ensorlt00000034574		protein_coding	14762
0.0030821956174442128	17	4234626	4235415	13	ensorlt00000004281	usp33-201	protein_coding	236
0.003084777126153861	7	23818656	23818924	9	ensorlt00000034663	hipk1a-201	protein_coding	1531
0.003087382361561122	5	23062664	23062908	2	ensorlt00000033295		protein_coding	17661
0.003093331561697311	7	33559883	33560083	7	ensorlt00000021123	ensorle00000189560	protein_coding	2346
0.0030966302469133448	9	23927229	23927493	1	ensorlt00000032721	ensorle00000275782	protein_coding	-28710
0.003098259856669449	1	37082256	37082655	18	ensorlt00000032482	nsmce1-201	protein_coding	4969
0.003104829066805613	2	18268009	18268488	10	ensorlt00000025790	en1b-201	protein_coding	4919
0.0031051402651572487	5	8874379	8874671	9	ensorlt00000032557	pax7-201	protein_coding	6265
0.0031085625865086308	16	3076221	3076421	12	ensorlt00000034620	plecb-201	protein_coding	1031
0.0031099134304130053	21	11834971	11835439	9	ensorlt00000016873	ccdc80-201	protein_coding	-278
0.003111256077916867	8	1341400	1341772	3	ensorlt00000027408	rbfox3b-203	protein_coding	30804
0.003122241456724973	8	16251057	16251280	1	ensorlt00000015930	grin2aa-201	protein_coding	-35877
0.003126745460194297	3	32186009	32186428	7	ensorlt00000018322		protein_coding	-36296
0.003127142728418103	18	14810092	14810472	17	ensorlt00000036763	acap1-201	protein_coding	3709
0.003127721603212747	8	17624423	17624895	7	ensorlt00000046531		protein_coding	-24259
0.003129341108302723	10	26285300	26285905	14	ensorlt00000039890	zgc:110843-201	protein_coding	1503
0.0031315016138504376	12	20032429	20032812	1	ensorlt00000029342	cntfr-201	protein_coding	96735
0.0031327027611379645	18	3496125	3496349	15	ensorlt00000039056		protein_coding	12173
0.0031537617687960144	2	2491951	2492507	0				
0.00315662481325943	5	31463433	31464337	3	ensorlt00000021400	lrrc38b-202	protein_coding	36453
0.0031589584498468025	24	22452449	22452848	15	ensorlt00000027050	myt1la-201	protein_coding	14376
0.0031761150274579155	5	14009342	14009702	9	ensorlt00000031708		protein_coding	-44440
0.003178123159208289	15	30005122	30005326	19	ensorlt00000017706	pik3ap1-201	protein_coding	6780
0.0031817830245016447	15	21199161	21199364	10	ensorlt00000008317	kcnma1a-202	protein_coding	29314
0.003184259376811372	5	19674768	19674974	3	ensorlt00000034060		protein_coding	9637
0.003198564923315807	22	4917178	4917647	8	ensorlt00000014229	sptb-201	protein_coding	-20802
0.003198564923315807	24	6995844	6996396	13	ensorlt00000016269	efhc1-201	protein_coding	-1861
0.0032071537848548173	11	20303255	20304122	4	ensorlt00000012527		protein_coding	8364
0.003213736718606382	13	780883	781295	23	ensorlt00000034711	shkbp1-201	protein_coding	457
0.003221191357322778	17	9188913	9189306	5	ensorlt00000008182		protein_coding	4619
0.0032262575874880657	2	11440201	11440510	18	ensorlt00000042966		protein_coding	587
0.003234240647644846	12	599098	599505	16	ensorlt00000045797	abraxas1-201	protein_coding	22167
